id_openalex,titulo,ano,autores,revista,doi,citado_por,abstract,palavras_chave_openalex
https://openalex.org/W2913395447,Modern carbonate ooids preserve ambient aqueous REE signatures,2019,"Fei Li, Gregory E. Webb, Thomas J. Algeo, Stephen Kershaw, Chaojin Lu, Amanda M. Oehlert, Qiaolin Gong, Ali Pourmand, Xiucheng Tan",Chemical Geology,https://doi.org/10.1016/j.chemgeo.2019.01.015,108,"Skeletal and non-skeletal components of marine sedimentary rocks have been analyzed for the purpose of reconstructing the rare earth element (REE) and yttrium (Y) compositions of paleo-seawater, but skeletal carbonates frequently have proven to be unreliable recorders of seawater chemistry. Here, we present a systematic multi-technique assessment of rare earth and other trace elements in ooid sands from the modern Great Bahama Bank (GBB–marine) and Great Salt Lake (GSL–continental) based on strong-acid (hydrofluoric and nitric) and weak-acid (acetic) digestions, as well as laser ablation (LA) of ooid cortices and nuclei. The results show that Bahamian ooid cortices possess shale-normalized REE + Y features nearly identical to those of shallow seawater, including limited contamination from siliciclastic REEs. An admixture of even 0.2% of detritally sourced material can modify the primary marine REE + Y patterns by, for example, increasing the light REE (LREE) content. Mean values of LA data for Bahamian ooid cortices exhibit similar REE + Y signatures to those produced by acetic acid digestion, but LA data are generally noisier, primarily as a result of low REE concentrations and the small volume of carbonate ablated in analysis. Screening out samples with ΣREE <0.9 ppm reveals more uniform, seawater-like REE + Y patterns in individual ooid cortices as well as high, uniform REE distribution coefficients (116 ± 21, from La to Lu) with respect to ambient seawater. Ooid laminae show no distinct alternation between oxic and anoxic pore fluid characteristics, suggesting that growing ooids primarily formed under oxic conditions in carbonate shoal settings, even when buried during their resting phase. Unlike Bahamian ooids, shale-normalized REE + Y patterns of GSL ooids digested in weak acid show slightly depleted LREE compositions that may deviate from ambient fluids owing to release of REEs from an included clay fraction based on comparison between digestion and LA methods. Multiple ablation spots within the same cortex allowed direct comparison of more and less contaminated portions of a single ooid. Nearly uniform positive Ce anomalies may be related to strongly alkaline water conditions. Individual ablation spots that are partially overprinted by siliciclastic-derived REEs contain variable Zr contents (from 0.096 to ~4 ppm) and flattened shale-normalized LREE patterns. The least-contaminated GSL ooid cortex yields an LREE-depleted REE + Y distribution. Normalization of the REE + Y distributions of least-contaminated GSL ooids using reliable GBB ooid distributions (i.e., with ΣREE > 0.9 ppm) returns a flat pattern, suggesting similar degrees of LREE depletion controlled by carbonate complexation under similar aqueous alkalinity conditions in Great Salt Lake and Bahamian waters. In summary, ooids can be a reliable proxy for REE + Y characteristics of ambient surficial waters when adopting suitable analytical methods, including laser ablation, that allow the identification and isolation of a contamination signal from siliciclastic detritus.",Ooid; Geology; Rare-earth element; Seawater; Carbonate; Trace element; Mineralogy; Geochemistry; Yttrium; Paleontology; Sedimentary depositional environment; Rare earth; Oceanography; Chemistry
https://openalex.org/W3129240258,Quantification of individual Rare Earth Elements from industrial sources in sewage sludge,2021,"Rälf Kaegi, Alexander Gogos, Andreas Voegelin, Stephan J. Hug, Lenny H. E. Winkel, Andreas M. Buser, Michael Berg",Water Research X,https://doi.org/10.1016/j.wroa.2021.100092,52,"Rare Earth Elements (REEs) are used in increasing amounts in technical applications and consumer products. However, to date, the contribution of industrial sources to the loads of individual REEs in wastewater streams have not been quantified. Here, we determine the REE contents in sludge collected from 63 wastewater treatment plants (WWTPs) across Switzerland. To quantify the industrial fraction of individual REEs in the sewage sludge, we develop two complementary approaches, based on REE ratios and REE pattern fitting. Unspecific (background) inputs, with REE patterns similar to the averaged REE pattern of soils collected across Switzerland, dominate the REE budget of most WWTPs. A few WWTPs receive significant REE inputs from specific industrial sources. Based on population equivalents of Switzerland, we estimate a total annual load of 4200 kg Cerium (Ce, 0.5 g Ce year-1 capita-1), with an industrial contribution of 2000 kg year-1. The latter agrees with estimates of probabilistic mass flow models for engineered nanoscale CeO2 particles discharged to the sewer network. About 7 kg year-1 of Samarium (Sm,total for Switzerland: 184 kg year-1 or 0.02 g Sm year-1 capita-1) and 3 kg year-1 of Europium (Eu,total for Switzerland: 44 kg year-1 or 0.005 g Eu year-1 capita-1) are assigned to industrial inputs from single WWTPs. Gadolinium (Gd) is used in the form of a stable complex as contrast agent in magnetic resonance imaging. Assuming 10% removal of Gd during wastewater treatment, we calculate an annual discharge of 90 kg of Gd from one individual WWTP to surface waters. WWTPs with exceptionally high industrial inputs of specific REEs warrant detailed investigations to identify the respective sources and to assess whether REE concentrations in effluents are elevated to the same degree.",Per capita; Environmental science; Sewage; Sewage sludge; Population; Sewage treatment; Wastewater; Rare earth; Environmental engineering; Chemistry; Mineralogy
https://openalex.org/W3213699216,Clay minerals control rare earth elements (REE) fractionation in Brazilian mangrove soils,2021,"Gabriel Ramatis Pugliese Andrade, Javier Cuadros, Jorge Marcos Peniche Barbosa, Pablo Vidal‐Torrado",CATENA,https://doi.org/10.1016/j.catena.2021.105855,47,"Mangroves are intertidal tropical ecosystems influenced by marine and terrigenous input. They are important sinks of trace elements, like Rare Earth Elements (REE), which are recognized as excellent indicators of geochemical processes in estuaries. REE data of bulk soil samples from eight mangroves located along the Brazilian coast were correlated with quantitative clay mineral data based on XRD full-profile modelling. Kaolinite has been found to transform to Fe-illite in these mangroves. The clay assemblage was dominated by interstratified phases, including kaolinite-smectite (kaolinite and smectite-rich), illite–smectite and other illitic phases. REE concentrations in bulk soils were LREE > MREE > HREE (where L, M and H indicate light, medium and heavy). Multivariate statistical approach (PCA analysis) using clay mineral concentrations and proxies for relative REE concentrations ([La/Gd]N, [La/Yb]N and [Gd/Yb]N ratios) showed (r > 0.75) that fractionation of LREE over HREE was highest in mangroves where kaolinite, fed with the highly weathered sediments form the Neogene Barreiras Group, was most abundant (67–85% of all clay minerals), while REE fractionation decreased as the relative proportion of Fe-rich smectite increased (26–46 % of all clay minerals). Identified processes of REE control are: 1) Level of sediment weathering within the continent, where higher weathering implies higher kaolinite content and higher REE fractionation (LREE > MREE > HREE); 2) selective leaching of LREE from mangrove soils by saline water; 3) preferential adsorption of HREE by Fe-rich smectite and illite neoformed in the mangrove soils. It is possible to conclude that clay minerals exert an important control on REE fractionation in tropical mangroves.",Illite; Clay minerals; Kaolinite; Weathering; Geology; Mangrove; Fractionation; Geochemistry; Soil water; Parent rock; Environmental chemistry; Terrigenous sediment; Mineralogy; Sedimentary rock; Chemistry; Soil science
https://openalex.org/W2970902074,Automated SEM Mineral Liberation Analysis (MLA) with Generically Labelled EDX Spectra in the Mineral Processing of Rare Earth Element Ores,2019,"Bernhard Schulz, Gerhard Merker, Jens Gutzmer",Minerals,https://doi.org/10.3390/min9090527,68,"Many rare earth element (REE) deposits have experienced multistage geological enrichment processes resulting in REE bearing mineral assemblages of considerable complexity and variability. Automated scanning electron microscopy (SEM) mineral liberation analysis of such REE ores is confronted by the difficult assignment of energy-dispersive X-ray (EDX) spectra to REE mineral names. To overcome and bypass this problem, a generic and reliable labelling of EDX reference spectra obtained from REE-bearing minerals based on their contents of Si, Ca, F and P in a bulk normalised analysis is proposed. The labelled spectra are then combined into groups of REE-P (~monazite), REE-Ca-Si-P (~britholite), REE-Ca-F (~synchysite) and REE-F (~bastnaesite, parisite, fluocerite). Mixed spectra with low counts for REE from minute REE mineral grains are combined into a separate group. This classification scheme is applied to automated SEM mineral liberation analysis (MLA) data from beneficiation products by comminution and multistage flotation of REE carbonatite ores. Mineral modes, mineral grain size distribution, mineral liberation, mineral locking and mineral grade versus recovery curves based on the analysis of &gt;200,000 particles in a sample can be recognised and interpreted in virtual grain size fractions. The approach as proposed here will allow future process mineralogical studies of REE deposits to be robust and comparable.",Mineral; Monazite; Beneficiation; Rare-earth element; Comminution; Mineralogy; Mineral processing; Carbonatite; Calcite; Geology; Dolomite; Rare earth; Chemistry; Geochemistry; Analytical Chemistry (journal); Metallurgy; Zircon; Materials science; Environmental chemistry
https://openalex.org/W4386995335,Polymeric Materials for Rare Earth Elements Recovery,2023,"Hongtao Zhang, Yongfeng Gao",Gels,https://doi.org/10.3390/gels9100775,37,"Rare earth elements (REEs) play indispensable roles in various advanced technologies, from electronics to renewable energy. However, the heavy global REEs supply and the environmental impact of traditional mining practices have spurred the search for sustainable REEs recovery methods. Polymeric materials have emerged as promising candidates due to their selective adsorption capabilities, versatility, scalability, and regenerability. This paper provides an extensive overview of polymeric materials for REEs recovery, including polymeric resins, polymer membranes, cross-linked polymer networks, and nanocomposite polymers. Each category is examined for its advantages, challenges, and notable developments. Furthermore, we highlight the potential of polymeric materials to contribute to eco-friendly and efficient REEs recovery, while acknowledging the need to address challenges such as selectivity, stability, and scalability. The research in this field actively seeks innovative solutions to reduce reliance on hazardous chemicals and minimize waste generation. As the demand for REEs continues to rise, the development of sustainable REEs recovery technologies remains a critical area of investigation, with the collaboration between researchers and industry experts driving progress in this evolving field.",Rare earth; Hazardous waste; Scalability; Nanotechnology; Renewable energy; Sustainability; Materials science; Biochemical engineering; Computer science; Waste management; Engineering
https://openalex.org/W4283830051,Efficient Recovery of Rare Earth Elements and Zinc from Spent Ni–Metal Hydride Batteries: Statistical Studies,2022,"Ahmed R. Weshahy, Ayman A. Gouda, Bahig M. Atia, Ahmed K. Sakr, Jamelah S. Al‐Otaibi, Aljawhara H. Almuqrin, Mohamed Y. Hanfi, M.I. Sayyed, Ragaa El Sheikh, Hend A. Radwan, Fatma S. Hassen, Mohamed A. Gado",Nanomaterials,https://doi.org/10.3390/nano12132305,64,"Considering how important rare earth elements (REEs) are for many different industries, it is important to separate them from other elements. An extractant that binds to REEs inexpensively and selectively even in the presence of interfering ions can be used to develop a useful separation method. This work was designed to recover REEs from spent nickel–metal hydride batteries using ammonium sulfate. The chemical composition of the Ni–MH batteries was examined. The operating leaching conditions of REE extraction from black powder were experimentally optimized. The optimal conditions for the dissolution of approximately 99.98% of REEs and almost all zinc were attained through use of a 300 g/L (NH4)2SO4 concentration after 180 min of leaching time and a 1:3 solid/liquid phase ratio at 120 °C. The kinetic data fit the chemical control model. The separation of total REEs and zinc was conducted under traditional conditions to produce both metal values in marketable forms. The work then shifted to separate cerium as an individual REE through acid baking with HCl, thus leaving pure cerium behind.",Cerium; Leaching (pedology); Zinc; Hydride; Metal; Dissolution; Nickel; Ammonium sulfate; Chemistry; Inorganic chemistry; Metal ions in aqueous solution; Sulfate; Selective leaching; Metallurgy; Materials science; Geology
https://openalex.org/W2064421620,"A New Fungal Isolate, Penidiella sp. Strain T9, Accumulates the Rare Earth Element Dysprosium",2015,"Takumi Horiike, Mitsuo Yamashita",Applied and Environmental Microbiology,https://doi.org/10.1128/aem.00300-15,67,"With an aim to develop a highly efficient method for the recovery of rare earth elements (REEs) by using microorganisms, we attempted to isolate dysprosium (Dy)-accumulating microorganisms that grow under acidic conditions from environmental samples containing high concentrations of heavy metals. One acidophilic strain, T9, which was isolated from an abandoned mine, decreased the concentration of Dy in medium that contained 100 mg/liter Dy to 53 mg/liter Dy after 3 days of cultivation at pH 2.5. The Dy content in the cell pellet of the T9 strain was 910 μg/mg of dry cells. The T9 strain also accumulated other REEs. Based on the results of 28S-D1/D2 rRNA gene sequencing and morphological characterization, we designated this fungal strain Penidiella sp. T9. Bioaccumulation of Dy was observed on the cell surface of the T9 strain by elemental mapping using scanning electron microscopy-energy dispersive X-ray spectroscopy. Our results indicate that Penidiella sp. T9 has the potential to recover REEs such as Dy from mine drainage and industrial liquid waste under acidic conditions.",Dysprosium; Strain (injury); Bioaccumulation; Microorganism; Chemistry; Scanning electron microscope; Nuclear chemistry; Materials science; Environmental chemistry; Biology; Inorganic chemistry; Bacteria
https://openalex.org/W4386220291,A Critical Review of the Enhanced Recovery of Rare Earth Elements from Phosphogypsum,2023,"Gang Xie, Qingjun Guan, Fujia Zhou, Weijian Yu, Zhigang Yin, Honghu Tang, Zhenyue Zhang, Ruan Chi",Molecules,https://doi.org/10.3390/molecules28176284,44,"The increasing demand for rare earth elements (REEs), especially from new and innovative technology, has strained their supply, which makes the exploration of new REE sources necessary, for example, the recovery of REEs from phsophogypsum (PG). PG is a byproduct during the wet production of phosphoric acid, which is an attractive secondary resource for REEs due to a large amount of REEs locked in them. In most cases, REEs contained in PG are mainly encapsulated in the gypsum crystal, leading to a low leaching efficiency. Therefore, it is particularly important to use various methods to enhance the leaching of REEs from PG. In this review, we summarized and classified various enhanced leaching methods for the recovery of REEs from PG, and the advantages and disadvantages of different methods were compared. A joint method of recrystallization and RIL may be a promising enhanced leaching approach for the recovery of REEs from PG. Recrystallization could achieve both the complete REE release and simultaneous preparation of industrial materials with high value added, such as high-strength α-hemihydrate gypsum by phase transformation of PG, and the RIL technology could adsorb the releasing REEs and realize their efficient extraction. Such a combination appears to show significant advantages because of high REE recovery, as well as high value-added product preparation at low cost.",Phosphogypsum; Leaching (pedology); Rare earth; Recrystallization (geology); Gypsum; Phosphoric acid; Chemistry; Materials science; Metallurgy; Mineralogy; Raw material; Geology; Soil science
https://openalex.org/W4205447585,Rare Earth Based Magnesium Alloys—A Review on WE Series,2022,"Lénia M. Calado, M.J. Carmezim, M.F. Montemor",Frontiers in Materials,https://doi.org/10.3389/fmats.2021.804906,106,"Magnesium and magnesium alloys have attracted growing attention over the last decades as lightweight materials for a wide range of applications. In particular, WE series magnesium alloys have experienced growing interest over the last years due to their favourable mechanical properties at room and elevated temperatures. In addition, it has been reported that these rare earth-containing alloys possess superior corrosion resistance compared to other commonly used magnesium alloys, such as AZ series. This review aims at providing a concise overview of the research efforts made during recent years regarding the properties of WE series magnesium alloys (e.g., mechanical properties, corrosion behaviour), how these properties can be enhanced by controlling the microstructure of these materials, and the role of specific alloying elements that are used for the WE series. The widespread use of these materials has been limited, mainly due to their susceptibility to corrosion. Thus, in the present review, strong emphasis has been given to recent work studying the corrosion behaviour of the WE series alloys, and to protective strategies that can be employed to mitigate their degradation.",Magnesium; Corrosion; Materials science; Microstructure; Rare earth; Metallurgy
https://openalex.org/W2606525917,Phytoextraction of rare earth elements in herbaceous plant species growing close to roads,2017,"Patrycja Mikołajczak, Klaudia Borowiak, Przemysław Niedzielski",Environmental Science and Pollution Research,https://doi.org/10.1007/s11356-017-8944-2,51,"The aim of study was to determine the phytoextraction of rare earth elements (REEs) to roots, stems and leaves of five herbaceous plant species (Achillea millefolium L., Artemisia vulgaris L., Papaver rhoeas L., Taraxacum officinale AND Tripleurospermum inodorum), growing in four areas located in close proximity to a road with varied traffic intensity. Additionally, the relationship between road traffic intensity, REE concentration in soil and the content of these elements in plant organs was estimated. A. vulgaris and P. rhoeas were able to effectively transport REEs in their leaves, independently of area collection. The highest content of REEs was observed in P. rhoeas leaves and T. inodorum roots. Generally, HREEs were accumulated in P. rhoeas roots and leaves and also in the stems of T. inodorum and T. officinale, whereas LREEs were accumulated in T. inodorum roots and T. officinale stems. It is worth underlining that there was a clear relationship between road traffic intensity and REE, HREE and LREE concentration in soil. No positive correlation was found between the concentration of these elements in soil and their content in plants, with the exception of T. officinale. An effective transport of REEs from the root system to leaves was observed, what points to the possible ability of some of the tested plant species to remove REEs from soils near roads.",Taraxacum officinale; Herbaceous plant; Achillea millefolium; Phytoremediation; Hyperaccumulator; Botany; Biology; Soil water; Dandelion; Ecology
https://openalex.org/W2062616337,"Zircon from the East Orebody of the Bayan Obo Fe–Nb–REE deposit, China, and SHRIMP ages for carbonatite-related magmatism and REE mineralization events",2014,"L. S. Campbell, W. Compston, Keith Sircombe, CC Wilkinson",Contributions to Mineralogy and Petrology,https://doi.org/10.1007/s00410-014-1041-3,114,"Extremely U-depleted (<1 ppm) zircons from H8 banded ores in the East Orebody of the Bayan Obo REE–Nb–Fe deposit are presented, with mineral compositions, textures, 232Th–208Pb SHRIMP ages and petrological context. Cores of East Orebody zircon contain up to 7 wt% HfO2 and are zoned, depicting bipyramidal crystal forms. A distinct generation of patchy, epitaxial rim zircon, similarly depleted in U, is intergrown with rare earth ore minerals (bastnäsite, parisite, monazite). Overprinting aegirine textures indicate paragenetically late, reactive Na-rich fluids. Chondrite-normalized REE patterns without Eu anomalies match closely with those from the Mud Tank and Kovdor carbonatitic zircons. Increased HREE in rims ((Lu/Gd)N 43–112) relative to cores ((Lu/Gd)N 6–7.5) and the localized presence of xenotime are attributable to reactive, mineralizing fluid compositions enriched in Y, REE and P. Cathodoluminescence further reveals HREE fractionation in rims, evidenced by a narrow-band Er3+ emission at 405 nm. The extreme depletion of U in core and rim zircon is characteristic for this mineral deposit and is indicative of a persistent common source. U depletion is also a characteristic for zircons from carbonatitic or kimberlitic systems. 232Th–208Pb (SHRIMP II) geochronological data reveal the age of zircon cores as 1,325 ± 60 Ma and a rim-alteration event as 455.6 ± 28.27 Ma. The combined findings are consistent with a protolithic igneous origin for zircon cores, from a period of intrusive, alkaline–carbonatitic magmatism. Fluid processes responsible for the REE–Nb mineralizations affected zircon rim growth and degradation during the widely reported Caledonian events, providing a new example in a localized context of HREE enrichment processes.",Zircon; Geology; Geochemistry; Carbonatite; Monazite; Baddeleyite; Magmatism; Overprinting; Metamorphic rock; Mantle (geology); Paleontology
https://openalex.org/W1999729437,Melting depths and mantle heterogeneity beneath Hawaii and the East Pacific Rise: Constraints from Na/Ti and rare earth element ratios,1999,Keith Putirka,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/1998jb900048,102,"Mantle melting calculations are presented that place constraints on the mineralogy of the basalt source region and partial melting depths for oceanic basalts. Melting depths are obtained from pressure‐sensitive mineral‐melt partition coefficients for Na, Ti, Hf, and the rare earth elements (REE). Melting depths are estimated by comparing model aggregate melt compositions to natural basalts from Hawaii and the East Pacific Rise (EPR). Variations in melting depths in a peridotite mantle are sufficient to yield observed differences in Na/Ti, Lu/Hf, and Sm/Yb between Hawaii and the EPR. Initial melting depths of 95–120 km are calculated for EPR basalts, while melting depths of 200–400 km are calculated for Hawaii, indicating a mantle that is 300°C hotter at Hawaii. Some isotope ratios at Hawaii are correlated with Na/Ti, indicating vertical stratification to isotopic heterogeneity in the mantle; similar comparisons involving EPR lavas support a layered mantle model. Abundances of Na, Ti, and REE indicate that garnet pyroxenite and eclogite are unlikely source components at Hawaii and may be unnecessary at the EPR. The result that some geochemical features of oceanic lavas appear to require only minor variations in mantle mineral proportions (2% or less) may have important implications regarding the efficiency of mantle mixing. Heterogeneity required by isotopic studies might be accompanied by only subtle differences in bulk composition, and material that is recycled at subduction zones might not persist as mineralogically distinct mantle components.",Mantle (geology); Geology; Basalt; Peridotite; Partial melting; Geochemistry; Eclogite; Subduction; Transition zone; Oceanic crust; Radiogenic nuclide; Tectonics
https://openalex.org/W4410271033,Adverse effects and underlying mechanism of rare earth elements,2025,"Xuemei Wang, Feiyu Wang, Lirong Yan, Zhixiang Gao, Shengbo Yang, Zhiguo Su, Wenting Chen, Yanan Li, Fenghong Wang",Environmental Health,https://doi.org/10.1186/s12940-025-01178-3,40,"BACKGROUND: Rare earth elements (REEs) have found broad application in a range of industries, including electronics, automotive, agriculture, and healthcare. However, their widespread utilization and release into the environment pose potential risks of human exposure. Despite extensive research on REEs toxicity, the relationship between exposure and subsequent health concerns remains ambiguous. Given that the biological effects of REEs can vary based on their design and application, assessing their toxicity can be highly challenging. OBJECTIVE: This review is to offer a thorough comprehension of REEs' application and toxicity, guiding future research and policy-making to safeguard public health and environmental integrity. METHODS: A systematic search across PubMed, Web of Science, Cochrane Library, and Embase was conducted using the terms: (""rare earth"" OR ""lanthanoid"") AND (""health hazard"" OR ""toxic"" OR ""adverse health effect""). From 5,924 initial records, 89 studies were selected through deduplication and two-stage screening to assess systemic toxicity of REEs. An additional 100 articles on REEs mechanisms and applications were incorporated via citation tracking. All selections followed PRISMA guidelines with dual-author verification to ensure rigor. CONCLUSION: The review emphasizes REEs' applications in various domains and documents potential environmental pathways. Furthermore, it elaborates on current processes to assess REEs-related toxicity across different model organisms and cell lines, estimating health threats posed by REEs exposure. Finally, based on the findings of both in vivo and in vitro experiments, the potential toxic mechanisms of REEs are detailed. To guide future research and policy development to safeguard public health and environmental integrity.",Mechanism (biology); Astrobiology; Adverse effect; Rare earth; Medicine; Intensive care medicine; Environmental health; Chemistry; Pharmacology; Biology; Physics; Mineralogy
https://openalex.org/W4206744503,Rare Earth Elements: A brief overview,2022,"Agnieszka Drobniak, María Mastalerz",Indiana Journal of Earth Sciences,https://doi.org/10.14434/ijes.v4i1.33628,35,"Recent years have witnessed increasing awareness and interest in rare earth elements (REE). These several, usually unfamiliar elements, are key components of countless products used in our daily lives. Because of their use in many modern technologies, including those important for national security, the demand for REE grows, and so does the production, need to find their new sources and improve the extraction. This article provides an overview of REEs, their availability, production, and uses, and briefly discusses the future of these valuable and critical metals.",Rare earth; Production (economics); Key (lock); Earth science; Environmental science; Computer science; Astrobiology; Computer security; Geology; Economics
https://openalex.org/W2109989719,Atomically Defined Rare‐Earth Scandate Crystal Surfaces,2010,"J.E. Kleibeuker, Gertjan Koster, Wolter Siemons, David Dubbink, Bouwe Kuiper, Jeroen L. Blok, Chan‐Ho Yang, Jayakanth Ravichandran, R. Ramesh, Johan E. ten Elshof, Dave H. A. Blank, Guus Rijnders",Advanced Functional Materials,https://doi.org/10.1002/adfm.201000889,94,"Abstract The fabrication of well‐defined, atomically sharp substrate surfaces over a wide range of lattice parameters is reported, which is crucial for atomically regulated epitaxial growth of complex oxide heterostructures. By applying a framework for controlled selective wet etching of complex oxides on the stable rare‐earth scandates (REScO 3 ), a pseudocubic = 0.394 – 0.404 nm, the large chemical sensitivity of REScO 3 to basic solutions is exploited, which results in reproducible, single‐terminated surfaces. Time‐of‐flight mass‐spectroscopy measurements show that after wet etching the surfaces are predominantly ScO 2 ‐terminated. Moreover, the morphology study of SrRuO 3 thin‐film growth gives no evidence for mixed termination. Therefore, it is concluded that the REScO 3 surfaces are completely ScO 2 ‐terminated.",Materials science; Heterojunction; Rare earth; Epitaxy; Oxide; Fabrication; Substrate (aquarium); Nanotechnology; Thin film; Etching (microfabrication); Lattice (music); Chemical engineering; Optoelectronics; Layer (electronics)
https://openalex.org/W2918178267,Temporally explicit life cycle assessment as an environmental performance decision making tool in rare earth project development,2019,"Robert Pell, Frances Wall, Xiaoyu Yan, Jinhui Li, Xianlai Zeng",Minerals Engineering,https://doi.org/10.1016/j.mineng.2019.02.043,39,"The study shows that a detailed LCA can be carried out for a proposed mining project as soon as Prefeasibility (PFS) data are available. The prefeasibility study is one of the key early steps in bringing a deposit towards production and results are often publically available. This study applies the technique to a rare earth deposit because rare earth element (REE) consumption is increasing owing to their use in low-carbon technologies such as electric vehicles and wind turbines. It is therefore particularly important to understand the environmental impacts of the raw materials. A number of REE deposits are under development to give additional supply and many possess novel mineral compositions and will require different processing methods than previously used. Assessing the environmental performance of the production of REE during the development of projects offers significant insights into how to improve the sustainability of a project. In this study we used life cycle assessment (LCA) to quantify the environmental impacts for producing rare earth oxide (REO) from the Bear Lodge Project, United States. The Life Cycle Impact Assessment results were produced for each year over the life of the project, generating insight about the relationships between ore composition, grade, processing method and environmental impacts. The environmental impacts vary significantly during the life of a project and a temporally explicit LCA can highlight these.",Life-cycle assessment; Environmental impact assessment; Sustainability; Life cycle inventory; Environmental science; Rare earth; Production (economics); Environmental resource management; Engineering; Computer science; Environmental economics; Environmental planning; Earth science; Geology
https://openalex.org/W4391959646,Rationally designed nanotrap structures for efficient separation of rare earth elements over a single step,2024,"Qinghua Hu, An‐Min Song, Xin Gao, Yu-Zhen Shi, Wei Jiang, Ru‐Ping Liang, Jian‐Ding Qiu",Nature Communications,https://doi.org/10.1038/s41467-024-45810-1,56,"Abstract Extracting rare earth elements (REEs) from wastewater is essential for the growth and an eco-friendly sustainable economy. However, it is a daunting challenge to separate individual rare earth elements by their subtle differences. To overcome this difficulty, we report a unique REE nanotrap that features dense uncoordinated carboxyl groups and triazole N atoms in a two-fold interpenetrated metal-organic framework (named NCU-1). Notably, the synergistic effect of suitable pore sizes and REE nanotraps in NCU-1 is highly responsive to the size variation of rare-earth ions and shows high selectivity toward light REE. As a proof of concept, Pr/Lu and Nd/Er are used as binary models, which give a high separation factor of SF Pr/Lu = 796 and SF Nd/Er = 273, demonstrating highly efficient separation over a single step. This ability achieves efficient and selective extraction and separation of REEs from mine tailings, establishing this platform as an important advance for sustainable obtaining high-purity REEs.",Rare earth; Tailings; Extraction (chemistry); Earth (classical element); Chromatographic separation; Selectivity; Chemistry; Metal; Binary number; Combinatorial chemistry; Computer science; Mineralogy; Physical chemistry; Catalysis; Chromatography; Physics; Organic chemistry; Mathematics; High-performance liquid chromatography
https://openalex.org/W2889792076,Extraction of rare earth elements using magnetite@MOF composites,2018,"Sameh K. Elsaidi, Michael A. Sinnwell, Arun Devaraj, Timothy C. Droubay, Zimin Nie, Vijayakumar Murugesan, B. Peter McGrail, Praveen K. Thallapally",Journal of Materials Chemistry A,https://doi.org/10.1039/c8ta04750b,54,"Magnetic core–shell microspheres were developed to extract rare earth elements (REEs) from aqueous and brine solutions with up to 99.99% removal efficiency. The shell, composed of a thermally and chemically stable functionalized metal–organic framework (MOF), is grown over a synthesized Fe <sub>3</sub> O <sub>4</sub> magnetic core (magnetite@MOF).",Magnetite; Rare earth; Materials science; Aqueous solution; Brine; Metal-organic framework; Rare-earth element; Shell (structure); Chemical engineering; Metal; Microsphere; Magnetite Nanoparticles; Magnet; Composite material; Magnetic nanoparticles; Metallurgy; Nanotechnology; Chemistry; Nanoparticle; Organic chemistry
https://openalex.org/W2109071061,Trace Element Partitioning and Accessory Phase Saturation during H2O-Saturated Melting of Basalt with Implications for Subduction Zone Chemical Fluxes,2008,"Kevin Klimm, Jon Blundy, Trevor H. Green",Journal of Petrology,https://doi.org/10.1093/petrology/egn001,298,"Experimental phase equilibrium and trace element partitioning data are reported for H2O-saturated mid-ocean ridge basalt at 25 GPa, 750^9008C and oxygen fugacities at the nickel^nickel oxide buffer. Garnet, omphacite and rutile are present at all temperatures. Amphibole and epidote disappear as residual phases above 8008C; allanite appears above 7508C.The Na^Al-rich silicate glass present in all run products is likely to have quenched from a supercritical liquid. Trace element analyses of glasses demonstrate the important control exerted by residual minerals on liquid chemistry. In addition to garnet, which controls heavy rare earth elements (HREE) and Sc, and rutile, which controlsTi, Nb and Ta, allanite buffers the light REE (LREE; La^Sm) contents of liquids to relatively low levels and preferentially holds back Th relative to U. In agreement with previous experimental and metamorphic studies we propose that resi-dual allanite plays a key role in selectively retaining trace elements in",Allanite; Geology; Trace element; Titanite; Rutile; Solubility; Mineralogy; Silicate; Geochemistry; Partition coefficient; Analytical Chemistry (journal); Metamorphic rock; Monazite; Zircon; Chemistry
